updated_at_jst,repo,file,changed,status,repo_commit,repo_pushed
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/service-scope.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/first-100-fast-start.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/ready-to-buy-prompt-workflow-pack.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/first-100-product-bundle.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/ready-to-buy-synthetic-mock-dataset-pack.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/ready-to-buy-invoice-expense-tracker-template.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/ready-to-buy-mini-course-workbook.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/product-transfer.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/config.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/ready-to-buy-csv-cli-toolkit.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/ready-to-buy-sales-enablement-kit.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/ready-to-pay.md,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/jax-micro-offer-studio,.github/ISSUE_TEMPLATE/paid-inquiry.yml,false,already_has_fastest,d997820,false
2026-06-18 21:46:16 JST,jaxassistant55/automation-blueprint-starter,.github/ISSUE_TEMPLATE/ready-to-pay-automation-blueprint-starter.yml,false,already_has_fastest,b4720e1,true
2026-06-18 21:46:16 JST,jaxassistant55/automation-blueprint-starter,.github/ISSUE_TEMPLATE/config.yml,false,already_has_fastest,b4720e1,true
2026-06-18 21:46:16 JST,jaxassistant55/automation-blueprint-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,false,already_has_fastest,b4720e1,true
2026-06-18 21:46:16 JST,jaxassistant55/browser-extension-template-preview,.github/ISSUE_TEMPLATE/config.yml,true,patched,0eee6ff,true
2026-06-18 21:46:16 JST,jaxassistant55/browser-extension-template-preview,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,0eee6ff,true
2026-06-18 21:46:16 JST,jaxassistant55/browser-extension-template-preview,.github/ISSUE_TEMPLATE/ready-to-pay-browser-extension-template-preview.yml,true,patched,0eee6ff,true
2026-06-18 21:46:16 JST,jaxassistant55/career-packet-starter,.github/ISSUE_TEMPLATE/ready-to-pay-career-packet-starter.yml,true,patched,c5170a4,true
2026-06-18 21:46:16 JST,jaxassistant55/career-packet-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,c5170a4,true
2026-06-18 21:46:16 JST,jaxassistant55/career-packet-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,c5170a4,true
2026-06-18 21:46:16 JST,jaxassistant55/client-intake-sop-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,69fdb23,true
2026-06-18 21:46:16 JST,jaxassistant55/client-intake-sop-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,69fdb23,true
2026-06-18 21:46:16 JST,jaxassistant55/client-intake-sop-starter,.github/ISSUE_TEMPLATE/ready-to-pay-client-intake-sop-starter.yml,true,patched,69fdb23,true
2026-06-18 21:46:16 JST,jaxassistant55/content-repurposing-sprint-starter,.github/ISSUE_TEMPLATE/ready-to-pay-content-repurposing-sprint-starter.yml,true,patched,1ad556d,true
2026-06-18 21:46:16 JST,jaxassistant55/content-repurposing-sprint-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,1ad556d,true
2026-06-18 21:46:16 JST,jaxassistant55/content-repurposing-sprint-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,1ad556d,true
2026-06-18 21:46:16 JST,jaxassistant55/data-cleanup-sprint-starter,.github/ISSUE_TEMPLATE/ready-to-pay-data-cleanup-sprint-starter.yml,true,patched,bb30cdb,true
2026-06-18 21:46:16 JST,jaxassistant55/data-cleanup-sprint-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,bb30cdb,true
2026-06-18 21:46:16 JST,jaxassistant55/data-cleanup-sprint-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,bb30cdb,true
2026-06-18 21:46:16 JST,jaxassistant55/local-seo-gbp-audit-starter,.github/ISSUE_TEMPLATE/ready-to-pay-local-seo-gbp-audit.yml,true,patched,20fa40b,true
2026-06-18 21:46:16 JST,jaxassistant55/local-seo-gbp-audit-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,20fa40b,true
2026-06-18 21:46:16 JST,jaxassistant55/local-seo-gbp-audit-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,20fa40b,true
2026-06-18 21:46:16 JST,jaxassistant55/niche-quote-estimator-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,244bfd3,true
2026-06-18 21:46:16 JST,jaxassistant55/niche-quote-estimator-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,244bfd3,true
2026-06-18 21:46:16 JST,jaxassistant55/niche-quote-estimator-starter,.github/ISSUE_TEMPLATE/ready-to-pay-niche-quote-estimator-starter.yml,true,patched,244bfd3,true
2026-06-18 21:46:16 JST,jaxassistant55/pdf-table-extraction-starter,.github/ISSUE_TEMPLATE/ready-to-pay-pdf-table-extraction.yml,true,patched,7166c5a,true
2026-06-18 21:46:16 JST,jaxassistant55/pdf-table-extraction-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,7166c5a,true
2026-06-18 21:46:16 JST,jaxassistant55/pdf-table-extraction-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,7166c5a,true
2026-06-18 21:46:16 JST,jaxassistant55/resale-listing-research-starter,.github/ISSUE_TEMPLATE/ready-to-pay-resale-listing-research-starter.yml,true,patched,2e69125,true
2026-06-18 21:46:16 JST,jaxassistant55/resale-listing-research-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,2e69125,true
2026-06-18 21:46:16 JST,jaxassistant55/resale-listing-research-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,2e69125,true
2026-06-18 21:46:16 JST,jaxassistant55/static-service-site-starter,.github/ISSUE_TEMPLATE/ready-to-pay-static-service-site-starter.yml,true,patched,2528004,true
2026-06-18 21:46:16 JST,jaxassistant55/static-service-site-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,2528004,true
2026-06-18 21:46:16 JST,jaxassistant55/static-service-site-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,2528004,true
2026-06-18 21:46:16 JST,jaxassistant55/subscription-audit-savings-starter,.github/ISSUE_TEMPLATE/ready-to-pay-subscription-audit-savings-starter.yml,true,patched,3d01dc1,true
2026-06-18 21:46:16 JST,jaxassistant55/subscription-audit-savings-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,3d01dc1,true
2026-06-18 21:46:16 JST,jaxassistant55/subscription-audit-savings-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,3d01dc1,true
2026-06-18 21:46:16 JST,jaxassistant55/technical-docs-cleanup-starter,.github/ISSUE_TEMPLATE/ready-to-pay-technical-docs-cleanup-starter.yml,true,patched,c27c125,true
2026-06-18 21:46:16 JST,jaxassistant55/technical-docs-cleanup-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,c27c125,true
2026-06-18 21:46:16 JST,jaxassistant55/technical-docs-cleanup-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,c27c125,true
2026-06-18 21:46:16 JST,jaxassistant55/translation-localization-draft-starter,.github/ISSUE_TEMPLATE/ready-to-pay-translation-localization-draft-starter.yml,true,patched,423e329,true
2026-06-18 21:46:16 JST,jaxassistant55/translation-localization-draft-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,423e329,true
2026-06-18 21:46:16 JST,jaxassistant55/translation-localization-draft-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,423e329,true
2026-06-18 21:46:16 JST,jaxassistant55/website-audit-microservice-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,38f8a4c,true
2026-06-18 21:46:16 JST,jaxassistant55/website-audit-microservice-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,38f8a4c,true
2026-06-18 21:46:16 JST,jaxassistant55/website-audit-microservice-starter,.github/ISSUE_TEMPLATE/ready-to-pay-website-audit-microservice-starter.yml,true,patched,38f8a4c,true
2026-06-18 21:46:16 JST,jaxassistant55/workflow-tracker-dashboard-starter,.github/ISSUE_TEMPLATE/ready-to-pay-workflow-tracker-dashboard-starter.yml,true,patched,409eff8,true
2026-06-18 21:46:16 JST,jaxassistant55/workflow-tracker-dashboard-starter,.github/ISSUE_TEMPLATE/config.yml,true,patched,409eff8,true
2026-06-18 21:46:16 JST,jaxassistant55/workflow-tracker-dashboard-starter,.github/ISSUE_TEMPLATE/paid-inquiry.md,true,patched,409eff8,true
